PMSId,"Serivce ID","Material ID","Colour Name"
8500,MetallicInkMix,MetallicInk,
8501,MetallicInkMix,MetallicInk,
8502,MetallicInkMix,MetallicInk,
8503,MetallicInkMix,MetallicInk,
8520,MetallicInkMix,MetallicInk,
8521,MetallicInkMix,MetallicInk,
8522,MetallicInkMix,MetallicInk,
8523,MetallicInkMix,MetallicInk,
8540,MetallicInkMix,MetallicInk,
8541,MetallicInkMix,MetallicInk,
8542,MetallicInkMix,MetallicInk,
8543,MetallicInkMix,MetallicInk,
8560,MetallicInkMix,MetallicInk,
8561,MetallicInkMix,MetallicInk,
8562,MetallicInkMix,MetallicInk,
8563,MetallicInkMix,MetallicInk,
8580,MetallicInkMix,MetallicInk,
8581,MetallicInkMix,MetallicInk,
8582,MetallicInkMix,MetallicInk,
8583,MetallicInkMix,MetallicInk,
8600,MetallicInkMix,MetallicInk,
8601,MetallicInkMix,MetallicInk,
8602,MetallicInkMix,MetallicInk,
8603,MetallicInkMix,MetallicInk,
8620,MetallicInkMix,MetallicInk,
8621,MetallicInkMix,MetallicInk,
8622,MetallicInkMix,MetallicInk,
8623,MetallicInkMix,MetallicInk,
8640,MetallicInkMix,MetallicInk,
8641,MetallicInkMix,MetallicInk,
8642,MetallicInkMix,MetallicInk,
8643,MetallicInkMix,MetallicInk,
8660,MetallicInkMix,MetallicInk,
8661,MetallicInkMix,MetallicInk,
8662,MetallicInkMix,MetallicInk,
8663,MetallicInkMix,MetallicInk,
8680,MetallicInkMix,MetallicInk,
8681,MetallicInkMix,MetallicInk,
8682,MetallicInkMix,MetallicInk,
8683,MetallicInkMix,MetallicInk,
8700,MetallicInkMix,MetallicInk,
8701,MetallicInkMix,MetallicInk,
8702,MetallicInkMix,MetallicInk,
8703,MetallicInkMix,MetallicInk,
8720,MetallicInkMix,MetallicInk,
8721,MetallicInkMix,MetallicInk,
8722,MetallicInkMix,MetallicInk,
8723,MetallicInkMix,MetallicInk,
8740,MetallicInkMix,MetallicInk,
8741,MetallicInkMix,MetallicInk,
8742,MetallicInkMix,MetallicInk,
8743,MetallicInkMix,MetallicInk,
8760,MetallicInkMix,MetallicInk,
8761,MetallicInkMix,MetallicInk,
8762,MetallicInkMix,MetallicInk,
8763,MetallicInkMix,MetallicInk,
8780,MetallicInkMix,MetallicInk,
8781,MetallicInkMix,MetallicInk,
8782,MetallicInkMix,MetallicInk,
8783,MetallicInkMix,MetallicInk,
8800,MetallicInkMix,MetallicInk,
8801,MetallicInkMix,MetallicInk,
8802,MetallicInkMix,MetallicInk,
8803,MetallicInkMix,MetallicInk,
8820,MetallicInkMix,MetallicInk,
8821,MetallicInkMix,MetallicInk,
8822,MetallicInkMix,MetallicInk,
8823,MetallicInkMix,MetallicInk,
8840,MetallicInkMix,MetallicInk,
8841,MetallicInkMix,MetallicInk,
8842,MetallicInkMix,MetallicInk,
8843,MetallicInkMix,MetallicInk,
8860,MetallicInkMix,MetallicInk,
8861,MetallicInkMix,MetallicInk,
8862,MetallicInkMix,MetallicInk,
8863,MetallicInkMix,MetallicInk,
8880,MetallicInkMix,MetallicInk,
8881,MetallicInkMix,MetallicInk,
8882,MetallicInkMix,MetallicInk,
8883,MetallicInkMix,MetallicInk,
8900,MetallicInkMix,MetallicInk,
8901,MetallicInkMix,MetallicInk,
8902,MetallicInkMix,MetallicInk,
8903,MetallicInkMix,MetallicInk,
8920,MetallicInkMix,MetallicInk,
8921,MetallicInkMix,MetallicInk,
8922,MetallicInkMix,MetallicInk,
8923,MetallicInkMix,MetallicInk,
8940,MetallicInkMix,MetallicInk,
8941,MetallicInkMix,MetallicInk,
8942,MetallicInkMix,MetallicInk,
8943,MetallicInkMix,MetallicInk,
8960,MetallicInkMix,MetallicInk,
8961,MetallicInkMix,MetallicInk,
8962,MetallicInkMix,MetallicInk,
8963,MetallicInkMix,MetallicInk,
PMS871,MetallicInkMix,MetallicInk,
PMS872,MetallicInkMix,MetallicInk,
PMS873,MetallicInkMix,MetallicInk,
PMS874,MetallicInkMix,MetallicInk,
PMS875,MetallicInkMix,MetallicInk,
PMS876,MetallicInkMix,MetallicInk,
PMS877,MetallicInkMix,MetallicInk,
PMS8001,MetallicInkMix,MetallicInk,
PMS8002,MetallicInkMix,MetallicInk,
PMS8003,MetallicInkMix,MetallicInk,
PMS8004,MetallicInkMix,MetallicInk,
PMS8005,MetallicInkMix,MetallicInk,
PMS8020,MetallicInkMix,MetallicInk,
PMS8021,MetallicInkMix,MetallicInk,
PMS8022,MetallicInkMix,MetallicInk,
PMS8023,MetallicInkMix,MetallicInk,
PMS8040,MetallicInkMix,MetallicInk,
PMS8041,MetallicInkMix,MetallicInk,
PMS8042,MetallicInkMix,MetallicInk,
PMS8043,MetallicInkMix,MetallicInk,
PMS8060,MetallicInkMix,MetallicInk,
PMS8061,MetallicInkMix,MetallicInk,
PMS8062,MetallicInkMix,MetallicInk,
PMS8063,MetallicInkMix,MetallicInk,
PMS8080,MetallicInkMix,MetallicInk,
PMS8081,MetallicInkMix,MetallicInk,
PMS8082,MetallicInkMix,MetallicInk,
PMS8083,MetallicInkMix,MetallicInk,
PMS8100,MetallicInkMix,MetallicInk,
PMS8101,MetallicInkMix,MetallicInk,
PMS8102,MetallicInkMix,MetallicInk,
PMS8103,MetallicInkMix,MetallicInk,
PMS8120,MetallicInkMix,MetallicInk,
PMS8121,MetallicInkMix,MetallicInk,
PMS8122,MetallicInkMix,MetallicInk,
PMS8123,MetallicInkMix,MetallicInk,
PMS8140,MetallicInkMix,MetallicInk,
PMS8141,MetallicInkMix,MetallicInk,
PMS8142,MetallicInkMix,MetallicInk,
PMS8143,MetallicInkMix,MetallicInk,
PMS8160,MetallicInkMix,MetallicInk,
PMS8161,MetallicInkMix,MetallicInk,
PMS8162,MetallicInkMix,MetallicInk,
PMS8163,MetallicInkMix,MetallicInk,
PMS8180,MetallicInkMix,MetallicInk,
PMS8181,MetallicInkMix,MetallicInk,
PMS8182,MetallicInkMix,MetallicInk,
PMS8183,MetallicInkMix,MetallicInk,
PMS8200,MetallicInkMix,MetallicInk,
PMS8201,MetallicInkMix,MetallicInk,
PMS8202,MetallicInkMix,MetallicInk,
PMS8203,MetallicInkMix,MetallicInk,
PMS8221,MetallicInkMix,MetallicInk,
PMS8222,MetallicInkMix,MetallicInk,
PMS8223,MetallicInkMix,MetallicInk,
PMS8240,MetallicInkMix,MetallicInk,
PMS8241,MetallicInkMix,MetallicInk,
PMS8242,MetallicInkMix,MetallicInk,
PMS8243,MetallicInkMix,MetallicInk,
PMS8260,MetallicInkMix,MetallicInk,
PMS8261,MetallicInkMix,MetallicInk,
PMS8262,MetallicInkMix,MetallicInk,
PMS8263,MetallicInkMix,MetallicInk,
PMS8280,MetallicInkMix,MetallicInk,
PMS8281,MetallicInkMix,MetallicInk,
PMS8282,MetallicInkMix,MetallicInk,
PMS8283,MetallicInkMix,MetallicInk,
PMS8300,MetallicInkMix,MetallicInk,
PMS8301,MetallicInkMix,MetallicInk,
PMS8302,MetallicInkMix,MetallicInk,
PMS8303,MetallicInkMix,MetallicInk,
PMS8320,MetallicInkMix,MetallicInk,
PMS8321,MetallicInkMix,MetallicInk,
PMS8322,MetallicInkMix,MetallicInk,
PMS8323,MetallicInkMix,MetallicInk,
PMS8340,MetallicInkMix,MetallicInk,
PMS8341,MetallicInkMix,MetallicInk,
PMS8342,MetallicInkMix,MetallicInk,
PMS8343,MetallicInkMix,MetallicInk,
PMS8360,MetallicInkMix,MetallicInk,
PMS8361,MetallicInkMix,MetallicInk,
PMS8362,MetallicInkMix,MetallicInk,
PMS8363,MetallicInkMix,MetallicInk,
PMS8380,MetallicInkMix,MetallicInk,
PMS8381,MetallicInkMix,MetallicInk,
PMS8382,MetallicInkMix,MetallicInk,
PMS8383,MetallicInkMix,MetallicInk,
PMS8400,MetallicInkMix,MetallicInk,
PMS8401,MetallicInkMix,MetallicInk,
PMS8042,MetallicInkMix,MetallicInk,
PMS8403,MetallicInkMix,MetallicInk,
PMS8420,MetallicInkMix,MetallicInk,
PMS8421,MetallicInkMix,MetallicInk,
PMS8422,MetallicInkMix,MetallicInk,
PMS8423,MetallicInkMix,MetallicInk,
PMS8460,MetallicInkMix,MetallicInk,
PMS8461,MetallicInkMix,MetallicInk,
PMS8462,MetallicInkMix,MetallicInk,
PMS8463,MetallicInkMix,MetallicInk,
PMS8480,MetallicInkMix,MetallicInk,
PMS8481,MetallicInkMix,MetallicInk,
PMS8482,MetallicInkMix,MetallicInk,
PMS8483,MetallicInkMix,MetallicInk,
PMS8500,MetallicInkMix,MetallicInk,
PMS8501,MetallicInkMix,MetallicInk,
PMS8502,MetallicInkMix,MetallicInk,
PMS8503,MetallicInkMix,MetallicInk,
PMS8520,MetallicInkMix,MetallicInk,
PMS8521,MetallicInkMix,MetallicInk,
PMS8522,MetallicInkMix,MetallicInk,
PMS8523,MetallicInkMix,MetallicInk,
PMS8540,MetallicInkMix,MetallicInk,
PMS8541,MetallicInkMix,MetallicInk,
PMS8542,MetallicInkMix,MetallicInk,
PMS8543,MetallicInkMix,MetallicInk,
PMS8560,MetallicInkMix,MetallicInk,
PMS8561,MetallicInkMix,MetallicInk,
PMS8562,MetallicInkMix,MetallicInk,
PMS8563,MetallicInkMix,MetallicInk,
PMS8580,MetallicInkMix,MetallicInk,
PMS8581,MetallicInkMix,MetallicInk,
PMS8582,MetallicInkMix,MetallicInk,
PMS8583,MetallicInkMix,MetallicInk,
PMS8600,MetallicInkMix,MetallicInk,
PMS8601,MetallicInkMix,MetallicInk,
PMS8602,MetallicInkMix,MetallicInk,
PMS8603,MetallicInkMix,MetallicInk,
PMS8620,MetallicInkMix,MetallicInk,
PMS8621,MetallicInkMix,MetallicInk,
PMS8622,MetallicInkMix,MetallicInk,
PMS8623,MetallicInkMix,MetallicInk,
PMS8640,MetallicInkMix,MetallicInk,
PMS8641,MetallicInkMix,MetallicInk,
PMS8642,MetallicInkMix,MetallicInk,
PMS8643,MetallicInkMix,MetallicInk,
PMS8660,MetallicInkMix,MetallicInk,
PMS8661,MetallicInkMix,MetallicInk,
PMS8662,MetallicInkMix,MetallicInk,
PMS8663,MetallicInkMix,MetallicInk,
PMS8680,MetallicInkMix,MetallicInk,
PMS8681,MetallicInkMix,MetallicInk,
PMS8682,MetallicInkMix,MetallicInk,
PMS8683,MetallicInkMix,MetallicInk,
PMS8700,MetallicInkMix,MetallicInk,
PMS8701,MetallicInkMix,MetallicInk,
PMS8702,MetallicInkMix,MetallicInk,
PMS8703,MetallicInkMix,MetallicInk,
PMS8720,MetallicInkMix,MetallicInk,
PMS8721,MetallicInkMix,MetallicInk,
PMS8722,MetallicInkMix,MetallicInk,
PMS8723,MetallicInkMix,MetallicInk,
PMS8740,MetallicInkMix,MetallicInk,
PMS8741,MetallicInkMix,MetallicInk,
PMS8742,MetallicInkMix,MetallicInk,
PMS8743,MetallicInkMix,MetallicInk,
PMS8760,MetallicInkMix,MetallicInk,
PMS8761,MetallicInkMix,MetallicInk,
PMS8762,MetallicInkMix,MetallicInk,
PMS8763,MetallicInkMix,MetallicInk,
PMS8780,MetallicInkMix,MetallicInk,
PMS8781,MetallicInkMix,MetallicInk,
PMS8782,MetallicInkMix,MetallicInk,
PMS8783,MetallicInkMix,MetallicInk,
PMS8800,MetallicInkMix,MetallicInk,
PMS8801,MetallicInkMix,MetallicInk,
PMS8802,MetallicInkMix,MetallicInk,
PMS8803,MetallicInkMix,MetallicInk,
PMS8820,MetallicInkMix,MetallicInk,
PMS8821,MetallicInkMix,MetallicInk,
PMS8822,MetallicInkMix,MetallicInk,
PMS8823,MetallicInkMix,MetallicInk,
PMS8840,MetallicInkMix,MetallicInk,
PMS8841,MetallicInkMix,MetallicInk,
PMS8842,MetallicInkMix,MetallicInk,
PMS8843,MetallicInkMix,MetallicInk,
PMS8860,MetallicInkMix,MetallicInk,
PMS8861,MetallicInkMix,MetallicInk,
PMS8862,MetallicInkMix,MetallicInk,
PMS8863,MetallicInkMix,MetallicInk,
PMS8880,MetallicInkMix,MetallicInk,
PMS8881,MetallicInkMix,MetallicInk,
PMS8882,MetallicInkMix,MetallicInk,
PMS8883,MetallicInkMix,MetallicInk,
PMS8900,MetallicInkMix,MetallicInk,
PMS8901,MetallicInkMix,MetallicInk,
PMS8902,MetallicInkMix,MetallicInk,
PMS8903,MetallicInkMix,MetallicInk,
PMS8920,MetallicInkMix,MetallicInk,
PMS8921,MetallicInkMix,MetallicInk,
PMS8922,MetallicInkMix,MetallicInk,
PMS8923,MetallicInkMix,MetallicInk,
PMS8940,MetallicInkMix,MetallicInk,
PMS8941,MetallicInkMix,MetallicInk,
PMS8942,MetallicInkMix,MetallicInk,
PMS8943,MetallicInkMix,MetallicInk,
PMS8960,MetallicInkMix,MetallicInk,
PMS8961,MetallicInkMix,MetallicInk,
PMS8962,MetallicInkMix,MetallicInk,
PMS8963,MetallicInkMix,MetallicInk,
"PMS 871",MetallicInkMix,MetallicInk,
"PMS 872",MetallicInkMix,MetallicInk,
"PMS 873",MetallicInkMix,MetallicInk,
"PMS 874",MetallicInkMix,MetallicInk,
"PMS 875",MetallicInkMix,MetallicInk,
"PMS 876",MetallicInkMix,MetallicInk,
"PMS 877",MetallicInkMix,MetallicInk,
"PMS 8001",MetallicInkMix,MetallicInk,
"PMS 8002",MetallicInkMix,MetallicInk,
"PMS 8003",MetallicInkMix,MetallicInk,
"PMS 8004",MetallicInkMix,MetallicInk,
"PMS 8005",MetallicInkMix,MetallicInk,
"PMS 8020",MetallicInkMix,MetallicInk,
"PMS 8021",MetallicInkMix,MetallicInk,
"PMS 8022",MetallicInkMix,MetallicInk,
"PMS 8023",MetallicInkMix,MetallicInk,
"PMS 8040",MetallicInkMix,MetallicInk,
"PMS 8041",MetallicInkMix,MetallicInk,
"PMS 8042",MetallicInkMix,MetallicInk,
"PMS 8043",MetallicInkMix,MetallicInk,
"PMS 8060",MetallicInkMix,MetallicInk,
"PMS 8061",MetallicInkMix,MetallicInk,
"PMS 8062",MetallicInkMix,MetallicInk,
"PMS 8063",MetallicInkMix,MetallicInk,
"PMS 8080",MetallicInkMix,MetallicInk,
"PMS 8081",MetallicInkMix,MetallicInk,
"PMS 8082",MetallicInkMix,MetallicInk,
"PMS 8083",MetallicInkMix,MetallicInk,
"PMS 8100",MetallicInkMix,MetallicInk,
"PMS 8101",MetallicInkMix,MetallicInk,
"PMS 8102",MetallicInkMix,MetallicInk,
"PMS 8103",MetallicInkMix,MetallicInk,
"PMS 8120",MetallicInkMix,MetallicInk,
"PMS 8121",MetallicInkMix,MetallicInk,
"PMS 8122",MetallicInkMix,MetallicInk,
"PMS 8123",MetallicInkMix,MetallicInk,
"PMS 8140",MetallicInkMix,MetallicInk,
"PMS 8141",MetallicInkMix,MetallicInk,
"PMS 8142",MetallicInkMix,MetallicInk,
"PMS 8143",MetallicInkMix,MetallicInk,
"PMS 8160",MetallicInkMix,MetallicInk,
"PMS 8161",MetallicInkMix,MetallicInk,
"PMS 8162",MetallicInkMix,MetallicInk,
"PMS 8163",MetallicInkMix,MetallicInk,
"PMS 8180",MetallicInkMix,MetallicInk,
"PMS 8181",MetallicInkMix,MetallicInk,
"PMS 8182",MetallicInkMix,MetallicInk,
"PMS 8183",MetallicInkMix,MetallicInk,
"PMS 8200",MetallicInkMix,MetallicInk,
"PMS 8201",MetallicInkMix,MetallicInk,
"PMS 8202",MetallicInkMix,MetallicInk,
"PMS 8203",MetallicInkMix,MetallicInk,
"PMS 8221",MetallicInkMix,MetallicInk,
"PMS 8222",MetallicInkMix,MetallicInk,
"PMS 8223",MetallicInkMix,MetallicInk,
"PMS 8240",MetallicInkMix,MetallicInk,
"PMS 8241",MetallicInkMix,MetallicInk,
"PMS 8242",MetallicInkMix,MetallicInk,
"PMS 8243",MetallicInkMix,MetallicInk,
"PMS 8260",MetallicInkMix,MetallicInk,
"PMS 8261",MetallicInkMix,MetallicInk,
"PMS 8262",MetallicInkMix,MetallicInk,
"PMS 8263",MetallicInkMix,MetallicInk,
"PMS 8280",MetallicInkMix,MetallicInk,
"PMS 8281",MetallicInkMix,MetallicInk,
"PMS 8282",MetallicInkMix,MetallicInk,
"PMS 8283",MetallicInkMix,MetallicInk,
"PMS 8300",MetallicInkMix,MetallicInk,
"PMS 8301",MetallicInkMix,MetallicInk,
"PMS 8302",MetallicInkMix,MetallicInk,
"PMS 8303",MetallicInkMix,MetallicInk,
"PMS 8320",MetallicInkMix,MetallicInk,
"PMS 8321",MetallicInkMix,MetallicInk,
"PMS 8322",MetallicInkMix,MetallicInk,
"PMS 8323",MetallicInkMix,MetallicInk,
"PMS 8340",MetallicInkMix,MetallicInk,
"PMS 8341",MetallicInkMix,MetallicInk,
"PMS 8342",MetallicInkMix,MetallicInk,
"PMS 8343",MetallicInkMix,MetallicInk,
"PMS 8360",MetallicInkMix,MetallicInk,
"PMS 8361",MetallicInkMix,MetallicInk,
"PMS 8362",MetallicInkMix,MetallicInk,
"PMS 8363",MetallicInkMix,MetallicInk,
"PMS 8380",MetallicInkMix,MetallicInk,
"PMS 8381",MetallicInkMix,MetallicInk,
"PMS 8382",MetallicInkMix,MetallicInk,
"PMS 8383",MetallicInkMix,MetallicInk,
"PMS 8400",MetallicInkMix,MetallicInk,
"PMS 8401",MetallicInkMix,MetallicInk,
"PMS 8042",MetallicInkMix,MetallicInk,
"PMS 8403",MetallicInkMix,MetallicInk,
"PMS 8420",MetallicInkMix,MetallicInk,
"PMS 8421",MetallicInkMix,MetallicInk,
"PMS 8422",MetallicInkMix,MetallicInk,
"PMS 8423",MetallicInkMix,MetallicInk,
"PMS 8460",MetallicInkMix,MetallicInk,
"PMS 8461",MetallicInkMix,MetallicInk,
"PMS 8462",MetallicInkMix,MetallicInk,
"PMS 8463",MetallicInkMix,MetallicInk,
"PMS 8480",MetallicInkMix,MetallicInk,
"PMS 8481",MetallicInkMix,MetallicInk,
"PMS 8482",MetallicInkMix,MetallicInk,
"PMS 8483",MetallicInkMix,MetallicInk,
"PMS 8500",MetallicInkMix,MetallicInk,
"PMS 8501",MetallicInkMix,MetallicInk,
"PMS 8502",MetallicInkMix,MetallicInk,
"PMS 8503",MetallicInkMix,MetallicInk,
"PMS 8520",MetallicInkMix,MetallicInk,
"PMS 8521",MetallicInkMix,MetallicInk,
"PMS 8522",MetallicInkMix,MetallicInk,
"PMS 8523",MetallicInkMix,MetallicInk,
"PMS 8540",MetallicInkMix,MetallicInk,
"PMS 8541",MetallicInkMix,MetallicInk,
"PMS 8542",MetallicInkMix,MetallicInk,
"PMS 8543",MetallicInkMix,MetallicInk,
"PMS 8560",MetallicInkMix,MetallicInk,
"PMS 8561",MetallicInkMix,MetallicInk,
"PMS 8562",MetallicInkMix,MetallicInk,
"PMS 8563",MetallicInkMix,MetallicInk,
"PMS 8580",MetallicInkMix,MetallicInk,
"PMS 8581",MetallicInkMix,MetallicInk,
"PMS 8582",MetallicInkMix,MetallicInk,
"PMS 8583",MetallicInkMix,MetallicInk,
"PMS 8600",MetallicInkMix,MetallicInk,
"PMS 8601",MetallicInkMix,MetallicInk,
"PMS 8602",MetallicInkMix,MetallicInk,
"PMS 8603",MetallicInkMix,MetallicInk,
"PMS 8620",MetallicInkMix,MetallicInk,
"PMS 8621",MetallicInkMix,MetallicInk,
"PMS 8622",MetallicInkMix,MetallicInk,
"PMS 8623",MetallicInkMix,MetallicInk,
"PMS 8640",MetallicInkMix,MetallicInk,
"PMS 8641",MetallicInkMix,MetallicInk,
"PMS 8642",MetallicInkMix,MetallicInk,
"PMS 8643",MetallicInkMix,MetallicInk,
"PMS 8660",MetallicInkMix,MetallicInk,
"PMS 8661",MetallicInkMix,MetallicInk,
"PMS 8662",MetallicInkMix,MetallicInk,
"PMS 8663",MetallicInkMix,MetallicInk,
"PMS 8680",MetallicInkMix,MetallicInk,
"PMS 8681",MetallicInkMix,MetallicInk,
"PMS 8682",MetallicInkMix,MetallicInk,
"PMS 8683",MetallicInkMix,MetallicInk,
"PMS 8700",MetallicInkMix,MetallicInk,
"PMS 8701",MetallicInkMix,MetallicInk,
"PMS 8702",MetallicInkMix,MetallicInk,
"PMS 8703",MetallicInkMix,MetallicInk,
"PMS 8720",MetallicInkMix,MetallicInk,
"PMS 8721",MetallicInkMix,MetallicInk,
"PMS 8722",MetallicInkMix,MetallicInk,
"PMS 8723",MetallicInkMix,MetallicInk,
"PMS 8740",MetallicInkMix,MetallicInk,
"PMS 8741",MetallicInkMix,MetallicInk,
"PMS 8742",MetallicInkMix,MetallicInk,
"PMS 8743",MetallicInkMix,MetallicInk,
"PMS 8760",MetallicInkMix,MetallicInk,
"PMS 8761",MetallicInkMix,MetallicInk,
"PMS 8762",MetallicInkMix,MetallicInk,
"PMS 8763",MetallicInkMix,MetallicInk,
"PMS 8780",MetallicInkMix,MetallicInk,
"PMS 8781",MetallicInkMix,MetallicInk,
"PMS 8782",MetallicInkMix,MetallicInk,
"PMS 8783",MetallicInkMix,MetallicInk,
"PMS 8800",MetallicInkMix,MetallicInk,
"PMS 8801",MetallicInkMix,MetallicInk,
"PMS 8802",MetallicInkMix,MetallicInk,
"PMS 8803",MetallicInkMix,MetallicInk,
"PMS 8820",MetallicInkMix,MetallicInk,
"PMS 8821",MetallicInkMix,MetallicInk,
"PMS 8822",MetallicInkMix,MetallicInk,
"PMS 8823",MetallicInkMix,MetallicInk,
"PMS 8840",MetallicInkMix,MetallicInk,
"PMS 8841",MetallicInkMix,MetallicInk,
"PMS 8842",MetallicInkMix,MetallicInk,
"PMS 8843",MetallicInkMix,MetallicInk,
"PMS 8860",MetallicInkMix,MetallicInk,
"PMS 8861",MetallicInkMix,MetallicInk,
"PMS 8862",MetallicInkMix,MetallicInk,
"PMS 8863",MetallicInkMix,MetallicInk,
"PMS 8880",MetallicInkMix,MetallicInk,
"PMS 8881",MetallicInkMix,MetallicInk,
"PMS 8882",MetallicInkMix,MetallicInk,
"PMS 8883",MetallicInkMix,MetallicInk,
"PMS 8900",MetallicInkMix,MetallicInk,
"PMS 8901",MetallicInkMix,MetallicInk,
"PMS 8902",MetallicInkMix,MetallicInk,
"PMS 8903",MetallicInkMix,MetallicInk,
"PMS 8920",MetallicInkMix,MetallicInk,
"PMS 8921",MetallicInkMix,MetallicInk,
"PMS 8922",MetallicInkMix,MetallicInk,
"PMS 8923",MetallicInkMix,MetallicInk,
"PMS 8940",MetallicInkMix,MetallicInk,
"PMS 8941",MetallicInkMix,MetallicInk,
"PMS 8942",MetallicInkMix,MetallicInk,
"PMS 8943",MetallicInkMix,MetallicInk,
"PMS 8960",MetallicInkMix,MetallicInk,
"PMS 8961",MetallicInkMix,MetallicInk,
"PMS 8962",MetallicInkMix,MetallicInk,
"PMS 8963",MetallicInkMix,MetallicInk,
pms871,MetallicInkMix,MetallicInk,
pms872,MetallicInkMix,MetallicInk,
pms873,MetallicInkMix,MetallicInk,
pms874,MetallicInkMix,MetallicInk,
pms875,MetallicInkMix,MetallicInk,
pms876,MetallicInkMix,MetallicInk,
pms877,MetallicInkMix,MetallicInk,
pms8001,MetallicInkMix,MetallicInk,
pms8002,MetallicInkMix,MetallicInk,
pms8003,MetallicInkMix,MetallicInk,
pms8004,MetallicInkMix,MetallicInk,
pms8005,MetallicInkMix,MetallicInk,
pms8020,MetallicInkMix,MetallicInk,
pms8021,MetallicInkMix,MetallicInk,
pms8022,MetallicInkMix,MetallicInk,
pms8023,MetallicInkMix,MetallicInk,
pms8040,MetallicInkMix,MetallicInk,
pms8041,MetallicInkMix,MetallicInk,
pms8042,MetallicInkMix,MetallicInk,
pms8043,MetallicInkMix,MetallicInk,
